 @ µ [1/h] of 0.868 and min OPTSUBMDF of 13.312630553914166 kJ/mol
* NADK | -11.751 kJ/mol | 0.00038352600000000003 | atp_c + nad_tcosa_c --> adp_c + h_c + nadp_tcosa_c
* NADTRHD | 0.459 kJ/mol | 0.0 | nad_tcosa_c + nadph_tcosa_c --> nadh_tcosa_c + nadp_tcosa_c
* NADPPPS | -17.468 kJ/mol | 0.0 | h2o_c + nadp_tcosa_c --> nad_tcosa_c + pi_c
* G5SD_ORIGINAL_NADP_TCOSA | -8.083 kJ/mol | 0.18966518999977264 | glu5p_c + h_c + nadph_tcosa_c --> glu5sa_c + nadp_tcosa_c + pi_c
* APRAUR_ORIGINAL_NADP_TCOSA | -24.989 kJ/mol | 0.0003826679997372532 | 5apru_c + h_c + nadph_tcosa_c --> 5aprbu_c + nadp_tcosa_c
* ME1_ORIGINAL_NAD_TCOSA | 11.944 kJ/mol | 0.0 | mal__L_c + nad_tcosa_c --> co2_c + nadh_tcosa_c + pyr_c
* SHCHD2_ORIGINAL_NAD_TCOSA | -100 kJ/mol | 0.000191334 | dscl_c + nad_tcosa_c --> h_c + nadh_tcosa_c + scl_c
* IMPD_ORIGINAL_NAD_TCOSA | 16.755 kJ/mol | 0.2086896239979182 | h2o_c + imp_c + nad_tcosa_c --> h_c + nadh_tcosa_c + xmp_c
* IPMD_ORIGINAL_NAD_TCOSA | 15.798 kJ/mol | 0.3865555979997726 | 3c2hmp_c + nad_tcosa_c --> 3c4mop_c + h_c + nadh_tcosa_c
* ALDD2y_ORIGINAL_NADP_TCOSA | -55.941 kJ/mol | 0.0 | acald_c + h2o_c + nadp_tcosa_c --> ac_c + 2.0 h_c + nadph_tcosa_c
* NADH9_ORIGINAL_NAD_TCOSA | -46.469 kJ/mol | 0.0 | 2dmmq8_c + h_c + nadh_tcosa_c --> 2dmmql8_c + nad_tcosa_c
* NADH10_ORIGINAL_NAD_TCOSA | -24.029 kJ/mol | 0.0 | h_c + mqn8_c + nadh_tcosa_c --> mql8_c + nad_tcosa_c
* SSALx_ORIGINAL_NAD_TCOSA | -42.32 kJ/mol | 0.0 | h2o_c + nad_tcosa_c + sucsal_c --> 2.0 h_c + nadh_tcosa_c + succ_c
* NADDP_ORIGINAL_NAD_TCOSA | -40.122 kJ/mol | 0.0 | h2o_c + nad_tcosa_c --> amp_c + 2.0 h_c + nmn_c
* THRD_ORIGINAL_NAD_TCOSA | 22.302 kJ/mol | 0.0 | nad_tcosa_c + thr__L_c --> 2aobut_c + h_c + nadh_tcosa_c
* NMNAT_ORIGINAL_NAD_TCOSA | -3.711 kJ/mol | 0.0 | atp_c + h_c + nmn_c --> nad_tcosa_c + ppi_c
* GLUTRR_ORIGINAL_NADP_TCOSA | -15.332 kJ/mol | 0.003061344 | glutrna_c + h_c + nadph_tcosa_c --> glu1sa_c + nadp_tcosa_c + trnaglu_c
* GLYCL_ORIGINAL_NAD_TCOSA | 18.862 kJ/mol | 0.0 | gly_c + nad_tcosa_c + thf_c --> co2_c + mlthf_c + nadh_tcosa_c + nh4_c
* ALDD4_ORIGINAL_NAD_TCOSA | 15.791 kJ/mol | 0.0 | btal_c + h2o_c + nad_tcosa_c --> but_c + 2.0 h_c + nadh_tcosa_c
* CINNDO_ORIGINAL_NAD_TCOSA | -360.641 kJ/mol | 0.0 | cinnm_c + h_c + nadh_tcosa_c + o2_c --> cenchddd_c + nad_tcosa_c
* DHPPD_ORIGINAL_NAD_TCOSA | -61.755 kJ/mol | 0.0 | cechddd_c + nad_tcosa_c --> dhpppn_c + h_c + nadh_tcosa_c
* DHCIND_ORIGINAL_NAD_TCOSA | -61.744 kJ/mol | 0.0 | cenchddd_c + nad_tcosa_c --> dhcinnm_c + h_c + nadh_tcosa_c
* GOFUCR_ORIGINAL_NADP_TCOSA | 4.424 kJ/mol | 0.0 | gdpofuc_c + h_c + nadph_tcosa_c --> gdpfuc_c + nadp_tcosa_c
* DXPRIi_ORIGINAL_NADP_TCOSA | -12.692 kJ/mol | 0.002049762 | dxyl5p_c + h_c + nadph_tcosa_c --> 2me4p_c + nadp_tcosa_c
* 2DGULRx_ORIGINAL_NAD_TCOSA | -15.791 kJ/mol | 0.0 | 2dhguln_c + h_c + nadh_tcosa_c --> idon__L_c + nad_tcosa_c
* DKGLCNR2y_ORIGINAL_NADP_TCOSA | -21.068 kJ/mol | 0.0 | 25dkglcn_c + h_c + nadph_tcosa_c --> 5dglcn_c + nadp_tcosa_c
* 2DGULRy_ORIGINAL_NADP_TCOSA | -15.332 kJ/mol | 0.0 | 2dhguln_c + h_c + nadph_tcosa_c --> idon__L_c + nadp_tcosa_c
* TDPDRR_ORIGINAL_NADP_TCOSA | 4.427 kJ/mol | 0.0 | dtdp4d6dm_c + h_c + nadph_tcosa_c --> dtdprmn_c + nadp_tcosa_c
* UAPGR_ORIGINAL_NADP_TCOSA | -55.132 kJ/mol | 0.02384210399964104 | h_c + nadph_tcosa_c + uaccg_c --> nadp_tcosa_c + uamr_c
* IDOND2_ORIGINAL_NADP_TCOSA | -15.332 kJ/mol | 0.0 | 5dglcn_c + h_c + nadph_tcosa_c --> idon__L_c + nadp_tcosa_c
* FADRx_ORIGINAL_NAD_TCOSA | -15.935 kJ/mol | 0.0 | fad_c + h_c + nadh_tcosa_c --> fadh2_c + nad_tcosa_c
* NADN_ORIGINAL_NAD_TCOSA | -37.857 kJ/mol | 0.0 | h2o_c + nad_tcosa_c --> adprib_c + h_c + ncam_c
* GLYCLTDx_ORIGINAL_NAD_TCOSA | -41.339 kJ/mol | 0.0 | glx_c + h_c + nadh_tcosa_c --> glyclt_c + nad_tcosa_c
* HPYRRy_ORIGINAL_NADP_TCOSA | -27.922 kJ/mol | 0.0 | h_c + hpyr_c + nadph_tcosa_c --> glyc__R_c + nadp_tcosa_c
* DMPPS_ORIGINAL_NAD_TCOSA | -62.981 kJ/mol | 0.00023852399999999997 | h2mb4p_c + h_c + nadh_tcosa_c --> dmpp_c + h2o_c + nad_tcosa_c
* IPDPS_ORIGINAL_NAD_TCOSA | -58.232 kJ/mol | 0.001811238 | h2mb4p_c + h_c + nadh_tcosa_c --> h2o_c + ipdp_c + nad_tcosa_c
* DHDPRy_ORIGINAL_NADP_TCOSA | -20.811 kJ/mol | 0.31827424199964105 | 23dhdp_c + h_c + nadph_tcosa_c --> nadp_tcosa_c + thdp_c
* TRDR_ORIGINAL_NADP_TCOSA | -7.448 kJ/mol | 0.0 | h_c + nadph_tcosa_c + trdox_c --> nadp_tcosa_c + trdrd_c
* P5CD_ORIGINAL_NAD_TCOSA | -14.02 kJ/mol | 0.0 | 1pyr5c_c + 2.0 h2o_c + nad_tcosa_c --> glu__L_c + h_c + nadh_tcosa_c
* DOGULNR_ORIGINAL_NAD_TCOSA | -15.791 kJ/mol | 0.0 | 23doguln_c + h_c + nadh_tcosa_c --> 3dhguln_c + nad_tcosa_c
* BETALDHx_ORIGINAL_NAD_TCOSA | -42.266 kJ/mol | 0.0 | betald_c + h2o_c + nad_tcosa_c --> glyb_c + 2.0 h_c + nadh_tcosa_c
* BETALDHy_ORIGINAL_NADP_TCOSA | -42.725 kJ/mol | 0.0 | betald_c + h2o_c + nadp_tcosa_c --> glyb_c + 2.0 h_c + nadph_tcosa_c
* DKGLCNR1_ORIGINAL_NADP_TCOSA | -15.332 kJ/mol | 0.0 | 25dkglcn_c + h_c + nadph_tcosa_c --> 2dhguln_c + nadp_tcosa_c
* FMNRx2_ORIGINAL_NADP_TCOSA | -20.139 kJ/mol | 0.0 | fmn_c + h_c + nadph_tcosa_c --> fmnh2_c + nadp_tcosa_c
* P5CR_ORIGINAL_NADP_TCOSA | -14.921 kJ/mol | 0.18966518999977264 | 1pyr5c_c + 2.0 h_c + nadph_tcosa_c --> nadp_tcosa_c + pro__L_c
* 3HPPPNH_ORIGINAL_NAD_TCOSA | -439.937 kJ/mol | 0.0 | 3hpppn_c + h_c + nadh_tcosa_c + o2_c --> dhpppn_c + h2o_c + nad_tcosa_c
* AKGDH_ORIGINAL_NAD_TCOSA | -29.763 kJ/mol | 6.515705134000094 | akg_c + coa_c + nad_tcosa_c --> co2_c + nadh_tcosa_c + succoa_c
* HPYRRx_ORIGINAL_NAD_TCOSA | -28.381 kJ/mol | 0.0 | h_c + hpyr_c + nadh_tcosa_c --> glyc__R_c + nad_tcosa_c
* GLYCDx_ORIGINAL_NAD_TCOSA | 21.055 kJ/mol | 0.0 | glyc_c + nad_tcosa_c --> dha_c + h_c + nadh_tcosa_c
* HISTD_ORIGINAL_NAD_TCOSA | -19.01 kJ/mol | 0.08128520399977263 | h2o_c + histd_c + 2.0 nad_tcosa_c --> 3.0 h_c + his__L_c + 2.0 nadh_tcosa_c
* NADS1_ORIGINAL_NAD_TCOSA | -24.456 kJ/mol | 0.001954524 | atp_c + dnad_c + nh4_c --> amp_c + h_c + nad_tcosa_c + ppi_c
* NTRIR2x_ORIGINAL_NAD_TCOSA | -379.238 kJ/mol | 0.0 | 5.0 h_c + 3.0 nadh_tcosa_c + no2_c --> 2.0 h2o_c + 3.0 nad_tcosa_c + nh4_c
* PPND_ORIGINAL_NAD_TCOSA | -10.402 kJ/mol | 0.11850610199977261 | nad_tcosa_c + pphn_c --> 34hpp_c + co2_c + nadh_tcosa_c
* SGSAD_ORIGINAL_NAD_TCOSA | -47.117 kJ/mol | 0.0 | h2o_c + nad_tcosa_c + sucgsa_c --> 2.0 h_c + nadh_tcosa_c + sucglu_c
* PDX5PS_ORIGINAL_NAD_TCOSA | -223.979 kJ/mol | 0.000191334 | dxyl5p_c + nad_tcosa_c + phthr_c --> co2_c + 2.0 h2o_c + h_c + nadh_tcosa_c + pdx5p_c + pi_c
* SULR_ORIGINAL_NADP_TCOSA | -108.831 kJ/mol | 0.21233955599909052 | 5.0 h_c + 3.0 nadph_tcosa_c + so3_c --> 3.0 h2o_c + h2s_c + 3.0 nadp_tcosa_c
* URDGLYCD_ORIGINAL_NAD_TCOSA | -11.447 kJ/mol | 0.0 | nad_tcosa_c + urdglyc_c --> h_c + nadh_tcosa_c + oxur_c
* GND_ORIGINAL_NADP_TCOSA | 10.192 kJ/mol | 4.432118213148339 | 6pgc_c + nadp_tcosa_c --> co2_c + nadph_tcosa_c + ru5p__D_c
* ME2_ORIGINAL_NADP_TCOSA | 11.485 kJ/mol | 0.0 | mal__L_c + nadp_tcosa_c --> co2_c + nadph_tcosa_c + pyr_c
* NADH5_ORIGINAL_NAD_TCOSA | -131.93 kJ/mol | 0.0 | h_c + nadh_tcosa_c + q8_c --> nad_tcosa_c + q8h2_c
* UDPGD_ORIGINAL_NAD_TCOSA | -29.82 kJ/mol | 0.0 | h2o_c + 2.0 nad_tcosa_c + udpg_c --> 3.0 h_c + 2.0 nadh_tcosa_c + udpglcur_c
* PPPNDO_ORIGINAL_NAD_TCOSA | -367.157 kJ/mol | 0.0 | h_c + nadh_tcosa_c + o2_c + pppn_c --> cechddd_c + nad_tcosa_c
* UACMAMO_ORIGINAL_NAD_TCOSA | -30.766 kJ/mol | 0.0 | h2o_c + 2.0 nad_tcosa_c + uacmam_c --> 3.0 h_c + 2.0 nadh_tcosa_c + uacmamu_c
* LCADi_ORIGINAL_NAD_TCOSA | -52.17 kJ/mol | 2.2737367544323206e-13 | h2o_c + lald__L_c + nad_tcosa_c --> 2.0 h_c + lac__L_c + nadh_tcosa_c
* BSORy_ORIGINAL_NADP_TCOSA | -946.259 kJ/mol | 0.0 | btnso_c + h_c + nadph_tcosa_c --> btn_c + h2o_c + nadp_tcosa_c
* SSALy_ORIGINAL_NADP_TCOSA | -42.779 kJ/mol | 6.821210263296962e-13 | h2o_c + nadp_tcosa_c + sucsal_c --> 2.0 h_c + nadph_tcosa_c + succ_c
* 3HCINNMH_ORIGINAL_NAD_TCOSA | -439.918 kJ/mol | 0.0 | 3hcinnm_c + h_c + nadh_tcosa_c + o2_c --> dhcinnm_c + h2o_c + nad_tcosa_c
* BSORx_ORIGINAL_NAD_TCOSA | -946.718 kJ/mol | 0.0 | btnso_c + h_c + nadh_tcosa_c --> btn_c + h2o_c + nad_tcosa_c
* CHOLD_ORIGINAL_NAD_TCOSA | 14.787 kJ/mol | 0.0 | chol_c + nad_tcosa_c --> betald_c + h_c + nadh_tcosa_c
* MALDDH_ORIGINAL_NAD_TCOSA | 19.851 kJ/mol | 0.0 | mal__D_c + nad_tcosa_c --> co2_c + nadh_tcosa_c + pyr_c
* NODOy_ORIGINAL_NADP_TCOSA | -490.692 kJ/mol | 0.0 | nadph_tcosa_c + 2.0 no_c + 2.0 o2_c --> h_c + nadp_tcosa_c + 2.0 no3_c
* NODOx_ORIGINAL_NAD_TCOSA | -491.151 kJ/mol | 0.0 | nadh_tcosa_c + 2.0 no_c + 2.0 o2_c --> h_c + nad_tcosa_c + 2.0 no3_c
* NHFRBO_ORIGINAL_NAD_TCOSA | -286.094 kJ/mol | 0.0 | h_c + nadh_tcosa_c + 2.0 no_c --> h2o_c + n2o_c + nad_tcosa_c
* FLVR_ORIGINAL_NADP_TCOSA | -6.509 kJ/mol | 0.0 | h_c + nadph_tcosa_c + ribflv_c --> nadp_tcosa_c + rbflvrd_c
* NADPHQR2_ORIGINAL_NADP_TCOSA | -131.471 kJ/mol | 0.0 | h_c + nadph_tcosa_c + q8_c --> nadp_tcosa_c + q8h2_c
* NADPHQR3_ORIGINAL_NADP_TCOSA | -23.57 kJ/mol | 0.0 | h_c + mqn8_c + nadph_tcosa_c --> mql8_c + nadp_tcosa_c
* NADPHQR4_ORIGINAL_NADP_TCOSA | -46.01 kJ/mol | 0.0 | 2dmmq8_c + h_c + nadph_tcosa_c --> 2dmmql8_c + nadp_tcosa_c
* PPDOy_ORIGINAL_NADP_TCOSA | -17.333 kJ/mol | 0.0 | h_c + lald__D_c + nadph_tcosa_c --> 12ppd__R_c + nadp_tcosa_c
* GLYCLTDy_ORIGINAL_NADP_TCOSA | -40.88 kJ/mol | 0.0 | glx_c + h_c + nadph_tcosa_c --> glyclt_c + nadp_tcosa_c
* XAND_ORIGINAL_NAD_TCOSA | -25.712 kJ/mol | 0.0 | h2o_c + nad_tcosa_c + xan_c --> h_c + nadh_tcosa_c + urate_c
* GLUSy_ORIGINAL_NADP_TCOSA | -47.415 kJ/mol | 0.0 | akg_c + gln__L_c + h_c + nadph_tcosa_c --> 2.0 glu__L_c + nadp_tcosa_c
* ABUTD_ORIGINAL_NAD_TCOSA | -53.072 kJ/mol | 4.547473508864641e-13 | 4abutn_c + h2o_c + nad_tcosa_c --> 4abut_c + 2.0 h_c + nadh_tcosa_c
* PDH_ORIGINAL_NAD_TCOSA | -34.367 kJ/mol | 8.337521234155219 | coa_c + nad_tcosa_c + pyr_c --> accoa_c + co2_c + nadh_tcosa_c
* MTHFR2_ORIGINAL_NAD_TCOSA | -40.632 kJ/mol | 0.1324400219997726 | 2.0 h_c + mlthf_c + nadh_tcosa_c --> 5mthf_c + nad_tcosa_c
* DPR_ORIGINAL_NADP_TCOSA | -15.669 kJ/mol | 0.0005782920000000358 | 2dhp_c + h_c + nadph_tcosa_c --> nadp_tcosa_c + pant__R_c
* UDPGDC_ORIGINAL_NAD_TCOSA | -10.483 kJ/mol | 0.0 | nad_tcosa_c + udpglcur_c --> co2_c + nadh_tcosa_c + udpLa4o_c
* ALR2_ORIGINAL_NADP_TCOSA | -15.691 kJ/mol | 0.0 | h_c + mthgxl_c + nadph_tcosa_c --> acetol_c + nadp_tcosa_c
* HXAND_ORIGINAL_NAD_TCOSA | 15.437 kJ/mol | 6.821210263296962e-13 | h2o_c + hxan_c + nad_tcosa_c --> h_c + nadh_tcosa_c + xan_c
* LALDO3_ORIGINAL_NADP_TCOSA | -7.899 kJ/mol | 0.0 | h_c + mthgxl_c + nadph_tcosa_c --> lald__L_c + nadp_tcosa_c
* GCALDD_ORIGINAL_NAD_TCOSA | -66.71 kJ/mol | 0.0005740020006821389 | gcald_c + h2o_c + nad_tcosa_c --> glyclt_c + 2.0 h_c + nadh_tcosa_c
* EAR141y_ORIGINAL_NADP_TCOSA | -15.332 kJ/mol | 0.0 | h_c + nadph_tcosa_c + t3c7mrseACP_c --> nadp_tcosa_c + tdeACP_c
* EAR161x_ORIGINAL_NAD_TCOSA | -15.791 kJ/mol | 0.129067224 | h_c + nadh_tcosa_c + t3c9palmeACP_c --> hdeACP_c + nad_tcosa_c
* PGCD_ORIGINAL_NAD_TCOSA | 30.479 kJ/mol | 0.5656510815626281 | 3pg_c + nad_tcosa_c --> 3php_c + h_c + nadh_tcosa_c
* 3OAR121_ORIGINAL_NADP_TCOSA | -15.332 kJ/mol | 0.129067224 | 3ocddec5eACP_c + h_c + nadph_tcosa_c --> 3hcddec5eACP_c + nadp_tcosa_c
* FMNRx_ORIGINAL_NAD_TCOSA | -20.598 kJ/mol | 0.0 | fmn_c + h_c + nadh_tcosa_c --> fmnh2_c + nad_tcosa_c
* PDX5PO2_ORIGINAL_NAD_TCOSA | 15.175 kJ/mol | 0.000191334 | nad_tcosa_c + pdx5p_c --> h_c + nadh_tcosa_c + pydx5p_c
* EAR141x_ORIGINAL_NAD_TCOSA | -15.791 kJ/mol | 0.129067224 | h_c + nadh_tcosa_c + t3c7mrseACP_c --> nad_tcosa_c + tdeACP_c
* EAR181x_ORIGINAL_NAD_TCOSA | -15.791 kJ/mol | 0.0 | h_c + nadh_tcosa_c + t3c11vaceACP_c --> nad_tcosa_c + octeACP_c
* EAR181y_ORIGINAL_NADP_TCOSA | -15.332 kJ/mol | 0.0 | h_c + nadph_tcosa_c + t3c11vaceACP_c --> nadp_tcosa_c + octeACP_c
* EAR180x_ORIGINAL_NAD_TCOSA | -15.791 kJ/mol | 0.0 | h_c + nadh_tcosa_c + toctd2eACP_c --> nad_tcosa_c + ocdcaACP_c
* EAR180y_ORIGINAL_NADP_TCOSA | -15.332 kJ/mol | 0.0 | h_c + nadph_tcosa_c + toctd2eACP_c --> nadp_tcosa_c + ocdcaACP_c
* AMPMS2_ORIGINAL_NAD_TCOSA | -182.909 kJ/mol | 0.000191334 | air_c + h2o_c + nad_tcosa_c --> 4ampm_c + 2.0 for_c + 3.0 h_c + nadh_tcosa_c
* FADRx2_ORIGINAL_NADP_TCOSA | -15.476 kJ/mol | 0.0006915480040927261 | fad_c + h_c + nadph_tcosa_c --> fadh2_c + nadp_tcosa_c
* LALDO2x_ORIGINAL_NAD_TCOSA | -14.148 kJ/mol | 0.0 | h_c + mthgxl_c + nadh_tcosa_c --> lald__D_c + nad_tcosa_c
* EAR80y_ORIGINAL_NADP_TCOSA | -15.332 kJ/mol | 0.0 | h_c + nadph_tcosa_c + toct2eACP_c --> nadp_tcosa_c + ocACP_c
* EAR120y_ORIGINAL_NADP_TCOSA | -15.332 kJ/mol | 0.0 | h_c + nadph_tcosa_c + tddec2eACP_c --> ddcaACP_c + nadp_tcosa_c
* 3OAR181_ORIGINAL_NADP_TCOSA | -15.332 kJ/mol | 0.0 | 3ocvac11eACP_c + h_c + nadph_tcosa_c --> 3hcvac11eACP_c + nadp_tcosa_c
* EAR121y_ORIGINAL_NADP_TCOSA | -15.332 kJ/mol | 0.0 | h_c + nadph_tcosa_c + t3c5ddeceACP_c --> cddec5eACP_c + nadp_tcosa_c
* EAR140x_ORIGINAL_NAD_TCOSA | -15.791 kJ/mol | 0.10960949556467438 | h_c + nadh_tcosa_c + tmrs2eACP_c --> myrsACP_c + nad_tcosa_c
* EAR40y_ORIGINAL_NADP_TCOSA | -15.332 kJ/mol | 0.0 | but2eACP_c + h_c + nadph_tcosa_c --> butACP_c + nadp_tcosa_c
* EAR161y_ORIGINAL_NADP_TCOSA | -15.332 kJ/mol | 0.0 | h_c + nadph_tcosa_c + t3c9palmeACP_c --> hdeACP_c + nadp_tcosa_c
